Actual Plan Date,WO,Goldseal,Style,Fabric code,Req as per BOM,Fab stock,Wo Qty,Brand,Wo Crtd date,BOM CONS,Status,Cad issue date,Cad Issue time,Marker Received Date,Marker Received time,Issued qty(pcs),EC fabric issued,Issued qty(mtrs),Actual width,marker length,CAD cons,Fabric Req  mtr as per Cons,Remarks,Issued date,Starting time,Cutting issued time,TPT,Achievement in Hours,Delay Reasons,Work order status,Delay Reasons.1,Delay Reasons.2
2025-04-15,600000087854,AHTSG1219RG,AHTSCRGB258724,F524AHTS1609,177.0,176.886,177,AH,2025-03-17,1.0,Issued,2025-03-25 00:00:00,,2025-03-26,12:28:00,138.30023455824863,,176.886,125,1.243,1.279,226.38299999999998,Trade show consumption not advised to manufacturing / bom error / bulk as less width,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000087858,AHTSG1219RG,AHTSCRGBW58234,F524AHTS1516,300.0,826.953,300,AH,2025-03-17,1.0,Issued,2025-03-25 00:00:00,,2025-03-28,11:07:00,300.0,,317.7,152,1.029,1.059,317.7,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088119,AHSFG0208RG,AHSFCRGFZ18385,F322AHSH4334,581.45,903.49,401,AH,2025-03-18,1.45,Issued,2025-03-25 00:00:00,,2025-03-27,16:12:00,614.6675900277008,,887.58,145,1.403,1.444,579.044,Trade show consumption achieved,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088413,AHTSG1345RG,AHTSCRGBL94749,F524AHTS1603,222.0,236.22,222,AH,2025-03-19,1.0,Issued,2025-03-25 00:00:00,,2025-04-03,16:43:00,192.9263913824057,,214.92,145,1.087,1.114,247.30800000000002,Trade show consumption not advised to manufacturing / Bom error,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088337,AHSFG0229RG,AHSFCRGB019677,F324AHTS1654,300.0,3232.85,300,AH,2025-03-19,1.0,Issued,2025-03-28 00:00:00,,2025-04-04,10:54:00,300.0,12.959999999999999,432.0,123,1.39,1.44,432.0,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088660,AHSFG0492RG,AHSFWRGPE11457,F523AHSH6076,350.0,1181.4,350,AH,2025-03-20,1.0,Issued,2025-03-25 00:00:00,,2025-04-03,16:08:00,350.0,,465.15,147,1.291,1.329,465.15,Trade show consumption not advised to manufacturing / Bom error,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088474,LRSFG0404SL1,LRSFNSLPY95848,F325LRSH6921,1651.5,3800.9,1101,LR,2025-03-20,1.5,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,852.5179856115109,,1422.0,147,1.636,1.668,1836.4679999999998,"Trade show consumption not advised to manufacturing, bulk as 7cm checks fabric",2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088474,LRSFG0404SL1,LRSFNSLPY95848,F523LRSH2819,55.05,5478.756,1101,LR,2025-03-20,0.05,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,852.5179856115108,,25.575539568345324,,,0.03,33.03,,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000089142,AHTSG1408RG,AHTSCRGBK19465,F522AHTS845,250.0,940.5,250,AH,2025-03-21,1.0,Issued,2025-03-26 00:00:00,,2025-03-28,12:47:00,250.0,,222.5,138,0.866,0.89,222.5,Trade show consumption achieved,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000089141,AHTSG1408RG,AHTSCRGBJ76608,F523AHDR3582,250.0,388.5,250,AH,2025-03-21,1.0,Issued,2025-03-25 00:00:00,,2025-04-02,09:54:00,459.2198581560284,,388.5,142,0.823,0.846,211.5,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000089110,VWSFG0794RG,VWSFCRGFW67912,F325VWTS287,1122.4,2830.8,920,VW,2025-03-21,1.22,Issued,2025-03-26 00:00:00,,2025-04-02,12:44:00,920.0,20.497600000000002,1024.88,144,1.093,1.114,1024.88,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000088745,VHSFG0262SL,VHSFLSLPW72244,F325VHSH4010,236.6,237.07,676,VH,2025-03-21,0.35,Issued,2025-03-25 00:00:00,,2025-04-03,16:53:00,746.2300319488818,,233.57,1.29,0.307,0.313,211.588,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000089623,VHKPG0289RG,VHKPLRGFI32708,F325VHKP4085,69.504,223.962,362,VH,2025-03-26,0.192,Issued,2025-03-28 00:00:00,,2025-04-03,12:57:00,362.0,1.49868,74.934,1.25,0.201,0.207,74.934,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090315,YSDSH1517E,"AW25 M4011047A BRYCE CHECK NAVY, 3XL",FYSDSH1700E,5368.12,791.55,3121,EX,2025-04-02,1.72,Issued,2025-04-15 00:00:00,,2025-04-15,11:45:00,3121.0,,5430.54,143,1.73,1.74,5430.54,,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090315,YSDSH1517E,"AW25 M4011047A BRYCE CHECK NAVY, 3XL",FYSDSH1526E,296.495,4101.68,Trim,EX,2025-04-02,0.095,Issued,2025-04-15 00:00:00,,2025-04-15,11:45:00,3121.0,,296.495,,,0.095,,,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090637,LASFG0005SS,LASFASSPA26543,F323LYSH851,888.0,1573.7,555,LY,2025-04-05,1.6,issued,2025-04-07 00:00:00,,2025-04-08, 14:05,473.7686773657997,,856.1,133,1.755,1.807,1002.885,"Costed advised as 137 width, but bulk as 133 width, Bulk as Eng stripes",2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090754,LYSFG0542SM,LYSFASMP261521,F324LYSH2446,221.583,899.396,951,LY,2025-04-07,0.233,Issued,2025-04-09 00:00:00,,2025-04-15,16:32:00,950.9999999999999,11.411999999999999,380.4,2.36,0.393,0.4,380.40000000000003,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090792,YSDSH1578E,"AW25 W4010513A FRONTIER CHECK RED, 10",FYSDSH1785E,862.68,6309.7,474,EX,2025-04-07,1.82,Issued,2025-04-08 00:00:00,,2025-04-09,11:51:00,473.99999999999994,,862.68,143,1.78,1.82,862.6800000000001,,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090807,YSDSH1533E,"SS25 M4011094A DARK NAVY, 2XL",FYSDSH1810E,1736.04,2491.0,1173,EX,2025-04-09,1.48,Issued,Short Close,,2025-04-12,16:22:00,1074.5033112582782,,1622.5,142,1.49,1.51,1771.23,"Costed cons not advised for this style, they have taken last season cons ",2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090808,YSDSH1534E,"SS25 M4011095A DEEP TEAL, 2XL",FYSDSH1807E,981.24,2495.4,663,EX,2025-04-09,1.48,Issued,2025-04-10 00:00:00,,2025-04-10,13:04:00,663.3858267716536,,842.5,137,1.25,1.27,842.01,"Costed cons not advised for this style, they have taken last season cons",2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090809,YSDSH1537E,"SS25 M4011095A DARK NAVY, 2XL",FYSDSH1810E,981.24,2491.0,663,EX,2025-04-09,1.48,Issued,2025-04-12 00:00:00,,2025-04-12,16:26:00,663.0,,808.86,142,1.2,1.22,808.86,,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090667,LYSFG0509SL,LYSFCSLB050208,F321LYSH3060,1420.0,2211.4,1000,LY,2025-04-10,1.42,Issued,2025-04-11 00:00:00,,2025-04-11,16:27:00,1000.0,,1420.0,138 / 141,1.409,1.42,1420.0,Trade show consumption achieved,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000090835,AHTSG1548RG,AHTSCRGP435673,F324AHTS1653,300.0,1692.35,300,AH,2025-04-10,1.0,Issued,2025-04-11 00:00:00,,2025-04-11, 16:15,301.1363636363636,10.6,265.0,122.5,0.857,0.88,264.0,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-15,600000091015,PEKWG0069RG,PEKWORGP783075,F323PEKP7428,305.525,338.879,1111,PE,2025-04-11,0.275,Issued,2025-04-12 00:00:00,,2025-04-15,10:16:00,1111.011235955056,,296.64,1.76,0.264,0.267,296.637,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000087853,AHTSG1547RG,AHTSCRGB077312,F324AHTS1880,250.0,355.966,250,AH,2025-03-17,1.0,Issued,2025-03-20 00:00:00,,2025-03-29,12:08:00,402.22146892655365,,355.966,145,0.86,0.885,221.25,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000087855,AHTSG1547RG,AHTSCRGBD23868,F524AHTS1523,250.0,695.03,250,AH,2025-03-17,1.0,Issued,2025-03-28 00:00:00,,2025-04-03,15:30:00,250.0,,213.25,145/146,0.83,0.853,213.25,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000088364,AHTSG1443RG,AHTSCRGBW94168,F524AHSH1531,500.0,671.218,500,AH,2025-03-19,1.0,Issued,2025-03-25 00:00:00,,2025-03-28,16:30:00,500.0,,426.5,146,0.83,0.853,426.5,"Trade show consumption not advised to manufacturing, bom error",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000088476,LRSFG0404SL1,LRSFSSLPX69137,F325LRSH6921,600.0,3800.9,400,LR,2025-03-20,1.5,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,400.00000000000006,,683.2,146/147,1.634,1.708,683.1999999999999,"Trade show consumption not advised to manufacturing, bulk as 7cm checks fabric",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000088476,LRSFG0404SL1,LRSFSSLPX69137,F523LRSH2819,20.0,5478.756,400,LR,2025-03-20,0.05,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,400.00000000000006,,12.000000000000002,,,0.03,12.0,,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000089112,VWSFG0794RG,VWSFCRGFW67912,F325VWTS287,1705.56,2830.8,1398,VW,2025-03-21,1.22,Issued,2025-03-26 00:00:00,,2025-04-02,12:44:00,1397.9945305378303,30.671999999999997,1533.6,144,1.087,1.097,1533.606,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000089068,AHTSG1482RG,AHTSCRGB070415,F324AHTS3737,250.0,1018.0,250,AH,2025-03-21,1.0,Issued,2025-03-24 00:00:00,,2025-03-26,13:30:00,250.26455026455028,,236.5,146/147,0.919,0.945,236.25,Trade show consumption achieved,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000089816,AHTSG1482RG,AHTSCRGBR28915,F324AHDR1903,190.0,384.9,190,AH,2025-03-26,1.0,Issued,2025-03-28 00:00:00,,2025-03-29,14:20:00,147.96663190823776,,141.9,150,0.932,0.959,182.20999999999998,Trade show consumption achieved,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000089624,VHKWG0289RG,VHKWLRGFI32708,F325VHKP4085,61.824,223.962,322,VH,2025-03-26,0.192,Issued,2025-03-28 00:00:00,,2025-04-03,12:32:00,322.0,1.33308,66.654,1.24,0.201,0.207,66.654,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090018,AHSFG0360RG,AHSFWRGF732360,F324AHDR1903,190.0,384.9,190,AH,2025-03-27,1.0,Issued,2025-03-28 00:00:00,,2025-03-29,11:25:00,190.0714853057983,,239.3,152,1.224,1.259,239.20999999999998,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090017,AHSFG0360RG,AHSFWRGF116866,F324AHSH1642,355.95,371.088,315,AH,2025-03-27,1.13,Issued,2025-03-28 00:00:00,,2025-03-29,10:35:00,284.57507987220447,,356.288,146,1.216,1.252,394.38,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090079,LASFG0008SL,LASFASLPW84429,F323LYSH851,640.0,1573.7,400,LY,2025-03-28,1.6,issued,2025-04-02 00:00:00,,2025-04-05,10:07:00,399.99999999999994,,716.8,135,1.74,1.792,716.8000000000001,"Costed advised as 137 width, but bulk as 135 width/Bulk as eng design",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090337,LRSFG0350SL1,LRSFNSLPW56821,F325LRSH1343,862.5,1613.0,575,LR,2025-04-02,1.5,issued,2025-04-04 00:00:00,,2025-04-05,15:55:00,664.8175182481751,,910.8,148,1.343,1.37,787.7500000000001,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090317,YSDSH1547E,"AW25 M4011047A FRONTIER CHECK OLIVE, 2XL",FYSDSH1704E,9188.96,3359.9,5221,EX,2025-04-02,1.76,Issued,2025-04-08 00:00:00,,2025-04-08, 12:37,5221.067738231917,,9095.1,143,1.725,1.742,9094.982,"Costed advised as 142 width, but actual 143  width /Costed advised as 5X5 shrinkage, but actual   3X2 / 4X2 / 4X3  shrinkage ",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090317,YSDSH1547E,"AW25 M4011047A FRONTIER CHECK OLIVE, 2XL",FYSDSH1526E,495.995,4101.68,Trim,EX,2025-04-02,0.095,Issued,2025-04-08 00:00:00,,2025-04-08, 12:37,5221.067738231917,,496.00143513203216,,,0.095,,,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090634,LASFG0005SS,LASFASSBY95302,F523LYSH7330,1872.72,2387.3,1377,LY,2025-04-05,1.36,issued,2025-04-07 00:00:00,,2025-04-08,10:16:00,1349.0,,1884.553,135/136,1.383,1.397,1923.669,"Costed advised as 139 width, but bulk as 135 / 136 width",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000090666,LYSFG0509SL,LYSFCSLB050208,F321LYSH3060,1136.0,2211.4,800,LY,2025-04-10,1.42,issued,2025-04-11 00:00:00,,2025-04-11,16:27:00,800.0,,1156.8,138,1.418,1.446,1156.8,Trade show consumption achieved,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091016,PEKWG0069RG,PEKWWRGFI73607,F325PEKP5834,150.425,162.549,547,PE,2025-04-11,0.275,Issued,2025-04-15 00:00:00,,2025-04-15,16:55:00,510.0,1.3,130.56,1.76,0.251,0.256,140.032,Trade show consumption not advised to manufacturing,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091017,PEKPG0069RG,PEKPWRGFX53442,F325PEKP5871,55.0,49.042,200,PE,2025-04-11,0.275,Issued,2025-04-12 00:00:00,,2025-04-15,10:59:00,176.41007194244602,,49.042,1.78,0.271,0.278,55.60000000000001,Trade show consumption achieved,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091146,YSDSH1531E,"SS25 M4011094A NIGHTSHADE PURPLE, M",FYSDSH1808E,1771.23,2450.7,1173,EX,2025-04-14,1.51,Issued,2025-04-15 00:00:00,,2025-04-15,12:24:00,1093.17880794702,,1650.7,142,1.49,1.51,1771.23,Costed cons not advised for this style,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091148,YSDSH1535E,"SS25 M4011095A NIGHTSHADE PURPLE, 3XL",FYSDSH1808E,802.23,2450.7,663,EX,2025-04-14,1.21,Issued,2025-04-15 00:00:00,,2025-04-15,12:24:00,633.0,,765.93,142,1.19,1.21,802.23,Costed cons not advised for this style,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091223,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 8",FYSDSH1783E,1533.65,7195.9,829,EX,2025-04-14,1.85,Issued,2025-04-15 00:00:00,,2025-04-15,17:29:00,829.0198237885462,,1505.5,140,1.78,1.816,1505.464,"Costed advised as 140 width,but actual 143  width ",2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-16,600000091223,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 8",FYSDSH1555E,21.554,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-15 00:00:00,,2025-04-15,17:29:00,829.0198237885462,,20.725495594713657,,,0.025,,,2025-04-16,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
2025-04-17,600000087723,AHTSG1585RG,AHTSWRGHA59717,F325AHTS2180,1030.4,1486.372,920,AH,2025-03-17,1.12,Issued,2025-03-22 00:00:00,,2025-03-23,16:09:00,920.0523103748909,,1055.3,140,1.124,1.147,1055.24,Trade show consumption achieved,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000090140,VWSFG0794RG,VWSFCRGF421116,F325VWTS288,1122.4,2987.6,920,VW,2025-03-28,1.22,Issued,2025-03-02 00:00:00,,2025-04-05,13:16:00,920.0,,1090.2,144/145,1.163,1.185,1090.2,Trade show consumption not advised to manufacturing,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000090075,LASFG0008SL,LASFASLPI49670,F323LYSH852,640.0,1599.4,400,LY,2025-03-28,1.6,Issued,2025-04-02 00:00:00,,2025-04-05,10:04:00,399.99999999999994,,716.8,135,1.74,1.792,716.8000000000001,"Costed advised as 137 width, but bulk as 135 width/ Bulk as eng design",2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000090316,YSDSH1518E,"AW25 M4011047A PEYTON CHECK WHITE, 2XL",FYSDSH1703E,6978.04,743.2,4057,EX,2025-04-02,1.72,Issued,2025-04-17 00:00:00,,2025-04-17,13:28:00,4057.0,,6978.04,140/143,1.7,1.72,6978.04,"1.Costed advised as 142 width, but actual 140/143  width / Costed advised as 5X5 shrinkage, but actual 2X2 /3X2 / 3X3 / 2X4 shrinkage ",2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000090316,YSDSH1518E,"AW25 M4011047A PEYTON CHECK WHITE, 2XL",FYSDSH1526E,385.415,4101.68,Trim,EX,2025-04-02,0.095,Issued,2025-04-17 00:00:00,,2025-04-17,13:28:00,4057.0,,385.415,,,0.095,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000090789,LYSFG0509SL,LYSFCSLB050208,F321LYSH3060,497.0,2211.4,350,LY,2025-04-10,1.42,Issued,2025-04-11 00:00:00,,2025-04-11,16:27:00,350.0,,506.1,139,1.404,1.446,506.09999999999997,Trade show consumption achieved,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091019,PEKWG0069RG,PEKWWRGFK81042,F324PEKP5865,449.01,537.635,1663,PE,2025-04-11,0.27,Issued,2025-04-12 00:00:00,,2025-04-15,16:35:00,1662.9999999999998,,465.64,1.87,0.278,0.28,465.64000000000004,Trade show consumption not advised to manufacturing,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091203,LYSFG0542SM,LYSFASMPW08098,F324LYSH2442,194.65,762.53,850,LY,2025-04-14,0.229,Issued,2025-04-16 00:00:00,,2025-04-16,17:18:00,850.0,,347.65,2.36,0.401,0.409,347.65,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091147,YSDSH1532E,"SS25 M4011094A CANTEEN, 2XL",FYSDSH1809E,1736.04,2257.8,1173,EX,2025-04-14,1.48,Issued,2025-04-16 00:00:00,,2025-04-16,09:56:00,936.4238410596026,,1414.0,142,1.5,1.51,1771.23,Costed cons not advised for this style,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091149,YSDSH1536E,"SS25 M4011095A CANTEEN, L",FYSDSH1809E,788.97,2257.8,663,EX,2025-04-14,1.19,Issued,2025-04-16 00:00:00,,2025-04-16,09:56:00,663.0,,808.86,142,1.2,1.22,808.86,Costed cons not advised for this style,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091189,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1555E,17.108,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,657.9999999999999,,16.45,,,0.025,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091189,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1532E,1217.3,4552.1,658,EX,2025-04-14,1.85,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,658.0,,1217.3,143,1.82,1.85,1217.3,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091220,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1555E,8.32,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,319.99999999999994,,7.999999999999999,,,0.025,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091220,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1532E,592.0,4552.1,320,EX,2025-04-14,1.85,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,319.99999999999994,,598.4,143,1.82,1.87,598.4000000000001,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091221,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1555E,20.358,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,782.9999999999999,,19.575,,,0.025,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091221,YSDSH1576E,"AW25 W4010513A BEIGE CREAM CHECK, 14",FYSDSH1532E,1448.55,4552.1,783,EX,2025-04-14,1.85,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,782.9999999999999,,1448.55,143,1.82,1.85,1448.5500000000002,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091224,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 10",FYSDSH1783E,743.7,5674.3,402,EX,2025-04-14,1.85,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,402.0,,731.64,143,1.78,1.82,731.64,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091224,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 10",FYSDSH1555E,10.452,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,402.0,,10.05,,,0.025,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091225,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 12",FYSDSH1783E,1563.25,5674.3,845,EX,2025-04-14,1.85,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,845.0,,1537.9,143,1.78,1.82,1537.9,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091225,YSDSH1577E,"AW25 W4010513A BLACK GREEN CHECK, 12",FYSDSH1555E,21.97,369.14,Trim,EX,2025-04-14,0.026,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,845.0,,21.125,,,0.025,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091173,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, S",FYSDSH1706E,331.08,,186,EX,2025-04-12,1.78,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,186.0,,332.94,142,1.74,1.79,332.94,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-17,600000091173,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, S",FYSDSH1526E,17.67,,Trim,EX,2025-04-12,0.095,Issued,2025-04-16 00:00:00,,2025-04-16,12:48:00,186.00000000000003,,17.67,,,0.095,,,2025-04-17,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000088449,LASFG0008SL,LASFASLPH13470,F325LASH7081,568.0,992.4,400,LA,2025-03-19,1.42,Issued,2025-03-24 00:00:00,,2025-03-26,18:00:00,313.0346232179226,,461.1,132,1.43,1.473,589.2,Trade show consumption not advised to manufacturing,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000088423,AHTSG1543RG,AHTSCRGB557049,F325AHTS209,250.0,1026.7,250,AH,2025-03-19,1.0,Issued,2025-03-28 00:00:00,,2025-04-04, 10:12,250.0,,363.0,143,1.411,1.452,363.0,Trade show consumption not advised to manufacturing,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
