Actual Plan Date,WO,Goldseal,Style,Fabric code,Req as per BOM,Fab stock,Wo Qty,Brand,Wo Crtd date,BOM CONS,Status,Cad issue date,Cad Issue time,Marker Received Date,Marker Received time,Issued qty(pcs),EC fabric issued,Issued qty(mtrs),Actual width,marker length,CAD cons,Fabric Req  mtr as per Cons,Remarks,Issued date,Starting time,Cutting issued time,TPT,Achievement in Hours,Delay Reasons,Work order status,Delay Reasons.1,Delay Reasons.2
2025-04-09,600000090595,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, L",FYSDSH1526E,94.43,4101.68,Trim,EX,2025-04-03,0.095,Issued,2025-04-05 00:00:00,,2025-04-07, 09:43,994.0000000000001,,94.43,,,0.095,,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090536,ASSFG0697KT,ASSFMKTP974003,F325ASSH1542,393.75,391.92,1125,AS,2025-04-05,0.35,Issued,2025-04-07 00:00:00,,2025-04-09,12:26:00,1125.0,12.622499999999999,420.75,1.5,0.37,0.374,420.75,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090547,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1784E,1678.25,5703.5,959,EX,2025-04-05,1.75,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,959.0,,1678.25,142,1.716,1.75,1678.25,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090547,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1555E,23.975,289.04,Trim,EX,2025-04-05,0.025,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,959.0,,23.975,,,0.025,,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090548,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1784E,890.75,5703.5,509,EX,2025-04-05,1.75,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,509.0,,890.75,142,1.716,1.75,890.75,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090548,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1555E,12.725,289.04,Trim,EX,2025-04-05,0.025,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,509.00000000000006,,12.725000000000001,,,0.025,,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090549,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1784E,841.75,5703.5,481,EX,2025-04-05,1.75,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,481.0,,841.75,,1.716,1.75,841.75,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090549,YSDSH1579E,"AW25 W4010513A NAVY YELLOW CHECK, 10",FYSDSH1555E,12.025,289.04,Trim,EX,2025-04-05,0.025,Issued,2025-04-08 00:00:00,,2025-04-08,18:27:00,481.0,,12.025,,,0.025,,,2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-09,600000090516,AHSFG0403RG,AHSFCRGFU30813,F322AHSH2728,1185.018,1361.384,939,AH,2025-04-07,1.262,Issued,2025-04-08 00:00:00,,2025-04-08, 14:05,938.9983305509182,,1124.92,141,1.174,1.198,1124.922,"Costed advised as 134 width, but bulk as 141 width",2025-04-09,07:39:00,08:45:00,01:06:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000086817,YHCSH0001E,"HC MEN S CLASSIC OXFORD SHIRT SOFT, 2XL",FYHCSH0001E,500.5,585.71,325,EX,2025-03-08,1.54,Issued,2025-03-24 00:00:00,,2025-03-24,17:34:00,325.0,,500.5,143,1.5,1.54,500.5,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000086986,YSDSH1504E,"AW25 W4010500A BEIGE CREAM CHECK, 10",FYSDSH1757E,1060.5,2635.63,525,EX,2025-03-10,2.02,Issued,2025-03-23 00:00:00,,2025-03-24,14:11:00,524.8730964467005,,1034.0,143,1.93,1.97,1034.25,"Costed advised as 142 width,but actual 143 width  / Costed advised as 1.98 Mtr/g for 3x3 shrinkage, but bulk bom as 2.02 Mtr/g",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000088452,AHSHG0413RG,AHSHCRGBC37351,F524AHDR2354,250.0,939.691,250,AH,2025-03-19,1.0,Issued,2025-03-25 00:00:00,,2025-03-28,09:20:00,250.0482160077146,,259.3,139,1.007,1.037,259.25,Trade show consumption not advised to manufacturing,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000088429,AHTSG1345RG,AHTSCRGBJ49250,F524AHTS1524,300.0,750.284,300,AH,2025-03-19,1.0,Issued,2025-03-28 00:00:00,,2025-04-07,09:19:00,300.0,,335.7,147,1.092,1.119,335.7,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000088509,AHSFG0492RG,AHSFWRGP277251,F523AHSH6077,350.0,1229.2,350,AH,2025-03-20,1.0,Issued,2025-03-29 00:00:00,,2025-04-03,16:08:00,350.00000000000006,,462.35,148,1.284,1.321,462.34999999999997,Trade show consumption not advised to manufacturing / Bom error,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000088258,LASFG0006SS,LASFASSPN85628,F324LYSH2603,1964.58,1965.0,1434,LY,2025-03-20,1.37,Issued,2025-03-29 00:00:00,,2025-04-05,17:05:00,1419.0166305133766,,1962.5,137.5,1.369,1.383,1983.222,Trade show consumption achieved,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000089163,AHSFG0492RG,AHSFWRGPS41898,F523AHSH6072,350.0,980.6,350,AH,2025-03-21,1.0,Issued,2025-03-28 00:00:00,,2025-04-03,16:08:00,350.0,,479.5,147,1.331,1.37,479.50000000000006,Trade show consumption not advised to manufacturing / Bom error / bulk as csv marker,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000089488,VSSFG0370SL1,VSSFUSLFL92923,F325VSSH6312,256.62,256.8,611,VS,2025-03-24,0.42,Issued,2025-03-28 00:00:00,,2025-04-07,14:50:00,611.0,,212.017,1.42,0.34,0.347,212.017,Trade show consumption not advised to manufacturing,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090097,VWTSG1790RG,VWTSCRGFX90217,F325VWTS286,1298.7,2468.2,999,VW,2025-03-28,1.3,Issued,2025-03-29 00:00:00,,2025-04-02,09:39:00,998.9517819706499,,953.0,144,0.935,0.954,953.0459999999999,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090097,VWTSG1790RG,VWTSCRGFX90217,F325VWBZ1354,299.7,507.7,Trim,VW,2025-03-28,0.3,Issued,2025-03-29 00:00:00,,2025-04-02,09:39:00,998.9517819706499,,199.79035639413,,,0.2,,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090058,VWSFG0301RG,VWSFCRGB623771,F1VWS1090,837.5,2816.5,670,VW,2025-03-29,1.25,Issued,2025-04-02 00:00:00,,2025-04-03,15:30:00,669.9999999999999,,810.03,135,1.195,1.209,810.0300000000001,Trade show consumption achieved,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090319,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, 2XL",FYSDSH1706E,6062.0,7551.55,3464,EX,2025-04-02,1.75,Issued,2025-04-08 00:00:00,,2025-04-08,12:33:00,3464.001148105626,,6034.29,143/145,1.725,1.742,6034.288,"Costed advised as 142 width, but actual 143/145  width / Costed advised as 5X5 shrinkage, but actual  2X2  / 3X2 / 3X3 / 4X2 shrinkage ",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090319,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, 2XL",FYSDSH1526E,329.08,4101.68,Trim,EX,2025-04-02,0.095,Issued,2025-04-08 00:00:00,,2025-04-08,12:33:00,3464.001148105626,,329.08010907003444,,,0.095,,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090535,LYSHG0581SL,LYSHSSLPU00080,F325LYSH3537,1814.4,1814.0,1308,LY,2025-04-04,1.35,Issued,2025-04-05 00:00:00,,2025-04-07, 13:17,1308.0035492457853,,1474.12,145,1.116,1.127,1474.116,"Costed advised as 139 width, but bulk as 145 width",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090535,LYSHG0581SL,LYSHSSLPU00080,F325LYSH4226,94.08,1520.395,Trim,LY,2025-04-04,0.07,Issued,2025-04-05 00:00:00,,2025-04-07, 13:17,1308.0035492457853,,39.24010647737356,,,0.03,,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090535,LYSHG0581SL,LYSHSSLPU00080,F324LYSH5147,26.88,170.08,Trim,LY,2025-04-04,0.02,Issued,2025-04-05 00:00:00,,2025-04-07, 13:17,1308.0035492457853,,19.62005323868678,,,0.015,,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090707,YSDSH1560E,"AW25 M4011037A BROKER BLUE STRIPE, 2XL",FYSDSH1609E,2264.76,3183.672,1398,EX,2025-04-07,1.62,Issued,2025-04-09 00:00:00,,2025-04-09,16:55:00,1398.0,,2166.9,149,1.53,1.55,2166.9,"Costed advised as 142 width, but actual 149 width",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090793,YSDSH1578E,"AW25 W4010513A FRONTIER CHECK RED, 10",FYSDSH1785E,1799.98,6309.7,989,EX,2025-04-07,1.82,Issued,2025-04-08 00:00:00,,2025-04-09,11:01:00,989.0,,1780.2,143,1.77,1.8,1780.2,"Costed advised as 140 width, but actual 143  width ",2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-10,600000090793,YSDSH1578E,"AW25 W4010513A FRONTIER CHECK RED, 10",FYSDSH1555E,25.714,289.04,989,EX,2025-04-07,0.026,Issued,2025-04-08 00:00:00,,2025-04-09,11:01:00,989.0,,24.725,,,0.025,24.725,,2025-04-10,07:05:00,08:30:00,01:25:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000087143,YSDSH1507E,"AW25 W4010500A BURGUNDY CHECK, 10",FYSDSH1712E,1468.58,3098.6,757,EX,2025-03-10,1.94,Issued,2025-03-12 00:00:00,,2025-03-14,10:53:00,757.03125,,1453.5,1453.5,1.89,1.92,1453.44,"1.Costed advised as 5X5 shrinkage, but actual 4X3/ 5X3 shrinkage /  Costed advised as 142 width, but actual 144 width",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000087560,VHKWG0289RG,VHKWWRGFI26905,F325VHKP3688,2.07,398.675,10,VH,2025-03-14,0.207,Issued,2025-03-17 00:00:00,,2025-03-18,16:02:00,10.16260162601626,0.05,2.5,173,0.234,0.246,2.46,"Trade show consumption not advised to manufacturing, Small order qty",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000087597,PEKPG0069RG,PEKPORGP535976,F323PEKP7434,172.692,193.084,702,PE,2025-03-15,0.246,Issued,2025-03-19 00:00:00,,2025-03-19,18:03:00,580.99173553719,5.624,140.6,1.73,0.237,0.242,169.884,Trade show consumption not advised to manufacturing,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000088043,AHS4G0068RG,AHS4CRGF036585,F1AWS00660,745.88,1125.903,643,AH,2025-03-18,1.16,Issued,2025-03-28 00:00:00,,2025-04-02,15:18:00,642.9999999999999,,777.387,134,1.185,1.209,777.3870000000001,Bulk as csv marker,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000088662,AHSFG0492RG,AHSFWRGPW03981,F523AHSH6073,350.0,1504.78,350,AH,2025-03-20,1.0,Issued,2025-03-25 00:00:00,,2025-04-03,16:08:00,350.0,,465.15,147,1.291,1.329,465.15,Trade show consumption not advised to manufacturing / Bom error,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000088661,AHSFG0492RG,AHSFWRGPR01558,F523AHSH6075,350.0,1563.33,350,AH,2025-03-20,1.0,Issued,2025-03-25 00:00:00,,2025-04-03,16:08:00,350.0,,465.15,147,1.291,1.329,465.15,Trade show consumption not advised to manufacturing / Bom error,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000089486,VSSFG0370SL1,VSSFUSLFC62263,F325VSSH6313,284.34,271.44,677,VS,2025-03-24,0.42,Issued,2025-03-28 00:00:00,,2025-04-07,14:50:00,677.0,,241.689,1.43,0.35,0.357,241.689,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000089713,VHKPG0289RG,VHKPWRGF770548,F325VHKP3730,124.2,415.643,600,VH,2025-03-26,0.207,Issued,2025-03-28 00:00:00,,2025-04-02,15:34:00,600.0,,141.0,1.2,0.23,0.235,141.0,Trade show consumption not advised to manufacturing,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000089737,LYSFG0542SM,LYSFASMP051601,F324LYSH2441,617.85,4417.962,1373,LY,2025-03-27,0.45,Issued,2025-03-28 00:00:00,,2025-04-03,17:13:00,1373.0,21.968000000000004,549.2,2.35,0.396,0.4,549.2,Trade show consumption not advised to manufacturing,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090170,LASFG0005SS,LASFASSPA37675,F524LASH2544,1277.2,1652.7,824,LA,2025-03-28,1.55,Issued,2025-03-29 00:00:00,,2025-04-05,09:19:00,771.4026299311209,,1231.93,134/135,1.565,1.597,1315.9279999999999,"Costed advised as 139 width, but bulk as 135 width",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090623,LYSHG0585SM,LYSHASMPR74118,F325LYSH3257,263.549,590.921,1261,LY,2025-04-05,0.209,Issued,2025-04-10 00:00:00,,2025-04-10,14:17:00,1261.0000000000002,,375.778,1.7,0.293,0.298,375.77799999999996,"Costed advised as 142 width with 135 gsm,but bulk as 170 width with 182 gsm",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090628,LYSHG0577RTSL,LYSHSRTFA19426,F325LYSH3540,921.58,1052.0,781,LY,2025-04-05,1.18,Issued,2025-04-07 00:00:00,,2025-04-08,12:21:00,781.0030627871363,,1019.99,145,1.281,1.306,1019.986,Bulk as all garment one way/ small parts weft ,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090653,LRSFG0382SL1,LRSFSSLPF59189,F325LRSH1339,450.0,1469.2,300,LR,2025-04-05,1.5,Issued,2025-04-07 00:00:00,,2025-04-07,16:47:00,300.0,,451.8,147,1.462,1.506,451.8,Trade show consumption achieved,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090806,YSDSH1530E,"SS25 M4011094A DEEP TEAL, 3XL",FYSDSH1807E,1736.04,2495.4,1173,EX,2025-04-09,1.48,Issued,2025-04-10 00:00:00,,2025-04-10,13:04:00,1114.153846153846,,1738.08,137,1.55,1.56,1829.88,"1.Costed advised as 142 width, but actual 137 width / Costed cons not advised for this style, they have taken last season cons ",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090852,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, 2XL",FYSDSH1706E,656.25,1953.222,375,EX,2025-04-09,1.75,Issued,2025-04-10 00:00:00,,2025-04-10,15:24:00,375.0,,667.5,142,1.73,1.78,667.5,"Costed advised as 5X5 shrinkage, but actual  4X3 shrinkage / Small order qty",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090852,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, 2XL",FYSDSH1526E,35.625,3098.975,Trim,EX,2025-04-09,0.095,Issued,2025-04-10 00:00:00,,2025-04-10,15:24:00,375.0,,35.625,,,0.095,,,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090853,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, L",FYSDSH1706E,460.25,1953.222,263,EX,2025-04-09,1.75,Issued,2025-04-10 00:00:00,,2025-04-10,15:24:00,263.0,,468.14,142,1.73,1.78,468.14,"Costed advised as 5X5 shrinkage, but actual  4X3 shrinkage / Small order qty",2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-11,600000090853,YSDSH1549E,"AW25 M4011047A MICHIGAN CHECK NAVY, L",FYSDSH1526E,24.985,3098.975,Trim,EX,2025-04-09,0.095,Issued,2025-04-10 00:00:00,,2025-04-10,15:24:00,263.0,,24.985,,,0.095,,,2025-04-11,07:10:00,08:45:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-12,600000082399,VHKPG0289RG: ,VHKPLRGFL54223,F325VHKP4084,40.128,159.168,209,VH,2025-02-05,0.192,Issued,2025-02-06 00:00:00,,2025-02-07,14:44:00,209.0,,42.218,1.24,0.196,0.202,42.218,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000087732,AHTSG1479RG,AHTSWRGF482760,FA1AHTS086,413.4,2178.052,390,AH,2025-03-15,1.06,Issued,2025-03-18 00:00:00,,2025-03-19,12:27:00,390.0282220131703,,414.6,144,1.033,1.063,414.57,Trade show consumption achieved,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000087813,PRKWG0623RG,PRKWSRGPX82317,F324PRKP6079,274.2,548.076,914,PE,2025-03-16,0.3,Issued,2025-03-18 00:00:00,,2025-03-27,15:11:00,653.015873015873,3.2912,164.56,1.78,0.248,0.252,230.328,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000087832,LRSFG0350SL1,LRSFNSLP546989,F325LRSH4776,1085.0,1430.1,700,LR,2025-03-17,1.55,Issued,2025-03-28 00:00:00,,2025-04-03,14:12:00,700.0,,1084.3,134/136,1.519,1.549,1084.3,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088098,AHTSG1479RG,AHTSWRGFR43430,FA1AHTS088,438.84,1750.668,414,AH,2025-03-18,1.06,Issued,2025-03-25 00:00:00,,2025-03-28,11:07:00,414.04335532516495,,439.3,145,1.031,1.061,439.25399999999996,Trade show consumption achieved,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088338,AHSFG0229RG,AHSFCRGB321310,F325AHTS521,205.0,382.525,205,AH,2025-03-19,1.0,Issued,2025-03-28 00:00:00,,2025-04-04,10:54:00,287.2560975609756,,353.325,145,1.186,1.23,252.15,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088269,AHSFG0229RG,AHSFCRGBT91588,F325AHSH1079,350.0,1041.3,350,AH,2025-03-19,1.0,Issued,2025-03-29 00:00:00,,2025-04-05,10:15:00,350.0,,569.8,150,1.572,1.628,569.8,"Trade show consumption not advised to manufacturing, Bom error / big repeat size",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088475,LRSFG0404SL1,LRSFNSLPY95848,F325LRSH6921,1500.0,3800.9,1000,LR,2025-03-20,1.5,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,1000.0,,1696.0,147,1.639,1.696,1696.0,"Trade show consumption not advised to manufacturing, bulk as 7cm checks fabric",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088475,LRSFG0404SL1,LRSFNSLPY95848,F523LRSH2819,50.0,5478.756,1000,LR,2025-03-20,0.05,Issued,2025-03-25 00:00:00,,2025-04-05, 15:11,1000.0,,30.0,,,0.03,30.0,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000089161,AHSFG0492RG,AHSFWRGPE48251,F523AHSH6074,350.0,1116.4,350,AH,2025-03-21,1.0,Issued,2025-03-29 00:00:00,,2025-04-03,16:08:00,350.0,,485.45,145.5,1.347,1.387,485.45,Trade show consumption not advised to manufacturing / Bom error / bulk as csv marker,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000088770,LASFG0009SS,LASFASSHZ42062,F524LASH4345,428.81,425.557,313,LA,2025-03-21,1.37,Issued,2025-03-28 00:00:00,,2025-04-07,15:29:00,314.9827327327327,,419.557,144,1.293,1.332,416.916,"Costed advised as 139 width, but bulk as 144 width",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090146,VWSFG0819RG,VWSFFRGPE38031,F325VWSH569,1884.0,2408.0,1570,VW,2025-03-28,1.2,Issued,2025-03-29 00:00:00,,2025-04-03,11:28:00,1570.0,,1954.65,143/145,1.233,1.245,1954.65,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090034,LRSFG0359SL1,LRSFCSLPA66982,F325LRSH4484,1824.0,4228.5,1216,LR,2025-03-28,1.5,Issued,2025-04-02 00:00:00,,2025-04-04,12:11:00,1045.289156626506,,1735.1799999999998,146 / 147,1.644,1.66,2018.56,"Trade show consumption not advised to manufacturing, Bulk as 10 cm repeat stripes fabric",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090034,LRSFG0359SL1,LRSFCSLPA66982,F523LRSH2819,608.0,5295.761,Trim,LR,2025-03-28,0.5,Issued,2025-04-02 00:00:00,,2025-04-04,12:11:00,1045.289156626506,,15.679337349397588,,,0.015,,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090284,VSSFG0370SL1,VSSFUSLFB87521,F325VSSH3177,91.98,168.7,219,VS,2025-03-29,0.42,Issued,2025-04-02 00:00:00,,2025-04-05,17:05:00,402.6252983293556,,168.7,1.43,0.407,0.419,91.761,Trade show consumption achieved,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090369,AHTSG1548RG,AHTSCRGB923157,F322AHDR4949,245.0,498.0,250,AH,2025-04-04,0.98,Issued,2025-04-05 00:00:00,,2025-04-05,16:49:00,250.0,,189.0,144,0.735,0.756,189.0,Trade show consumption not advised to manufacturing,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090630,AHTSG1386RG,AHTSCRGBJ42565,F324AHTS3738,245.0,252.76,250,AH,2025-04-04,0.98,Issued,2025-04-05 00:00:00,,2025-04-07,11:02:00,250.0,,242.75,144.5,0.944,0.971,242.75,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090696,LYSHG0581SL,LYSHCSLPG68226,F325LYSH3042,924.6,2063.9,804,LY,2025-04-07,1.15,Issued,2025-04-08 00:00:00,,2025-04-09,12:09:00,803.9999999999999,,874.752,146,1.067,1.088,874.7520000000001,"Costed advised as 139 width, but bulk as 146 width",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090696,LYSHG0581SL,LYSHCSLPG68226,F324LYSH5147,16.08,170.08,Trim,LY,2025-04-07,0.02,Issued,2025-04-08 00:00:00,,2025-04-09,12:09:00,804.0,,12.059999999999999,,,0.015,,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090773,YSDSH1551E,"AW25 M4010727A KANSAS CHECK NAVY, 2XL",FYSDSH1379E,2620.88,1142.62,1448,EX,2025-04-07,1.81,Issued,2025-04-11 00:00:00,,2025-04-11,14:45:00,1448.0,,2519.52,,1.72,1.74,2519.52,"Costed advised as 139 width, but actual 142  width / Costed advised as 5X5 shrinkage, but actual 4X2  / 4X1 / 3X2 / 3X1 / 2X2  shrinkage ",2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090773,YSDSH1551E,"AW25 M4010727A KANSAS CHECK NAVY, 2XL",FYSDSH1526E,137.56,3790.175,Trim,EX,2025-04-07,0.095,Issued,2025-04-11 00:00:00,,2025-04-11,14:45:00,1448.0,,137.56,55.37,,0.095,,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090791,YSDSH1578E,"AW25 W4010513A FRONTIER CHECK RED, 12",FYSDSH1785E,1659.84,6309.7,912,EX,2025-04-07,1.82,Issued,2025-04-08 00:00:00,,2025-04-09,11:51:00,911.9999999999999,,1659.84,143,1.78,1.82,1659.8400000000001,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-12,600000090791,YSDSH1578E,"AW25 W4010513A FRONTIER CHECK RED, 12",FYSDSH1555E,23.712,289.04,Trim,EX,2025-04-07,0.026,Issued,2025-04-08 00:00:00,,2025-04-09,11:51:00,911.9999999999999,,22.799999999999997,,,0.025,,,2025-04-12,06:57:00,09:00:00,02:03:00,2 to 3 Hour,With In TPT,Released,,
2025-04-15,600000087833,LRSFG0350SL1,LRSFNSLPD43136,F325LRSH4823,1085.0,1432.8,700,LR,2025-03-17,1.55,Issued,2025-03-29 00:00:00,,2025-04-03,14:12:00,696.1752433936022,,1001.0999999999999,144,1.41,1.438,1006.5999999999999,Trade show consumption not advised to manufacturing,2025-04-15,10:00:00,10:30:00,00:30:00,0 to 1 Hour,With In TPT,Released,,
