Fabric code,Inward Date,Priority,Priority.1,MIGO NO,MIGO Date,Security inward no,Security inward date,LR no.,LR Date,Transporter Name,Inv numb,Invoice Date,Invoice-No. of Rolls,Invoice Qty,Supplier Name ,Fabric Composition,GC / Non GC,PO Number,DA NO,Product,Brand,Sub Brand,UOM,Knit/Woven,FDR-Qty,FDR-NO,Wip Status,Inspection Date,Name of inspector,Inspection Report no.,Inspected roll,Fabric Quantity (Inspected),Inspection Result,PO Width,Avg WIDTH,% Between ActWidth vs PO Width,No of Shade Group,CSV Observation,Lab Test Status,GRN Qty,GRN No.,GRN Date,GRN lead time,Total Fabric Quantity Under FRA,FRA No.,Fra Raised Date,FRA Closure Date,FRA Closure Lead Time,Reason for Delay in GRN,Fabric Quantity (FRA With EC),% EC Approved,Approved By (FRA With EC),Fabric Quantity - RTS,Farbic RTS Date ,RTS Doc no.,RTS LR no.,Sourcing Person ,Date of Invoice Submission to Parking Team ,Type of fabric,REMARKS,GIR,PO ISSUES
TNPERIBS0118N,2025-04-19,,,5005937002.0,2025-04-19,2327/19.04.2025,2025-04-19,882401,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/88,2025-04-08 00:00:00,1.0,236.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052959,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,236.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0119N,2025-04-19,,,5005937002.0,2025-04-19,2327/19.04.2025,2025-04-19,882401,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/88,2025-04-08 00:00:00,1.0,90.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052959,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,90.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIB0030N,2025-04-19,,,5005937002.0,2025-04-19,2327/19.04.2025,2025-04-19,882401,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/88,2025-04-08 00:00:00,1.0,1665.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052959,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,1665.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
F323PEKP7422,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,10.0,215.83,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PE,KG ,Knit,,,GRN Done,2025-04-24 00:00:00,latesh,8647.0,2.0,129.0,Reject,,175.0,,,,Pass,215.83,,2025-04-26,1900-01-05 00:00:00,215.83,200008007,2025-04-25,2025-04-26,,FRA within TPT ,215.83,3.0,,,,,,Subhadip,,Plain,,0.0,
TNPERIBS0038N,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,1.0,220.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,220.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0039N,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,1.0,300.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,300.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0040N,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,1.0,236.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,236.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0041N,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,1.0,90.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,90.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIB0017N,2025-04-19,,,5005937252.0,2025-04-19,2326/19.04.2025,2025-04-19,882194,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/81,2025-04-08 00:00:00,1.0,1638.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052962,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,1638.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
F323PEKP7428,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,11.0,255.32,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PE,KG ,Knit,,,GRN Done,2025-04-25 00:00:00,Bijay,10615.0,2.0,195.0,Reject,,177.0,,,,Pass,255.32,,2025-04-25,5,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Plain,,0.0,
TNPERIBS0073N,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,1.0,176.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,176.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0074N,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,1.0,314.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,314.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0075N,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,1.0,100.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,100.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0078N,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,1.0,20.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,20.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIB0023N,2025-04-19,,,5005937256.0,2025-04-19,2325/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/86,2025-04-08 00:00:00,1.0,1965.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051442,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,1965.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
F324PEKP5864,2025-04-19,,,5005937102.0,2025-04-19,2324/19.04.2025,2025-04-19,882195,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/82,2025-04-08 00:00:00,23.0,558.58,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310053371,ABFRL,SHIRT FABRIC,HOPE,PE,KG ,Knit,,,GRN Done,2025-04-25 00:00:00,Sibasankar,8650.0,5.0,121.0,Pass,,188.0,,,,Pass,558.58,,2025-04-25,5,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Plain,,0.0,
F323PEKP7417,2025-04-19,,,5005937009.0,2025-04-19,2323/19.04.2025,2025-04-19,882193,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/85,2025-04-08 00:00:00,10.0,215.75,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052960,ABFRL,SHIRT FABRIC,HOPE,PE,KG ,Knit,,,GRN Done,2025-04-24 00:00:00,latesh,8826.0,2.0,125.0,Reject,,178.0,,,,Pass,215.75,,2025-04-25,5,,,,,,Bale open delay,,,,,,,,,,Plain,,0.0,
F323PEKP7431,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,10.0,225.45,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PE,KG ,Knit,,,GRN Done,2025-04-25 00:00:00,Bijay,10614.0,3.0,212.0,Reject,,178.0,,,,Pass,225.45,,2025-04-25,5,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Plain,,0.0,
TNPERIBS0092N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,241.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,241.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0093N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,299.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,299.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0094N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,235.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,235.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIBS0095N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,57.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,57.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIB0026N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,825.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,825.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
TNPERIB0026N,2025-04-19,,,5005937413.0,2025-04-19,2322/19.04.2025,2025-04-19,882402,2025-04-08 00:00:00,FLYWING CARGO,B/25-26/83,2025-04-08 00:00:00,1.0,875.0,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310052957,ABFRL,SHIRT FABRIC,HOPE,PERIB,PC,Collar/Cuff,,,GRN Done,,,,,,,,,,,,Pass,875.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,,,0.0,
F325ASSH6591,2025-04-19,,,5005932951.0,2025-04-19,2312/19.04.2025,2025-04-19,885713,2025-04-08 00:00:00,FLYWING CARGO,PAO250000177,2025-04-08 00:00:00,9.0,774.0,VARDHMAN TEXTILES LTD,,GC,3310053753,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-24 00:00:00,Karibasappa,8817.0,9.0,192.0,Pass,,138.0,,2.0,,Pass,774.0,,2025-04-25,5,774.0,200008035,2025-04-24,2025-04-25,,FRA within TPT ,,,,774.0,,,,Sweetan,2025-04-26 00:00:00,Print,,0.0,
F325ABSH790,2025-04-19,,,5005932950.0,2025-04-19,2313/19.04.2025,2025-04-19,885149,2025-04-05 00:00:00,FLYWING CARGO,PAO250000107,2025-04-05 00:00:00,12.0,1249.0,VARDHMAN TEXTILES LTD,,GC,3310056522,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-04-24 00:00:00,Bikram ,8175.0,2.0,291.0,Pass,,138.0,,2.0,,Pass,1249.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-24 00:00:00,Print,,0.0,
F525LPSH2053,2025-04-19,,,5005935919.0,2025-04-19,2363/19.04.2025,2025-04-19,906321,2025-04-10 00:00:00,FLYWING CARGO,SDI2500807,2025-04-09 00:00:00,10.0,1424.0,ARVIND LTD,,GC,3310052402,ABFRL,SHIRT FABRIC,HOLP,LP,M,Woven,,,GRN Done,2025-04-24 00:00:00,Sibasankar,8636.0,2.0,281.0,Pass,,149.0,,1.0,,Pass,1424.0,,2025-05-07,15,,,,,,GRN delay,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F525LYSH4969,2025-04-19,,,5005935913.0,2025-04-19,2364/19.04.2025,2025-04-19,906096,2025-04-08 00:00:00,FLYWING CARGO,SDI2500556,2025-04-07 00:00:00,13.0,937.0,ARVIND LTD,,GC,3310052463,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-24 00:00:00,,9804.0,,,,,145.0,,5.0,,Pass,937.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Yarndyed,,0.0,
F525LYSH4516,2025-04-19,,,5005935912.0,2025-04-19,2365/19.04.2025,2025-04-19,906304,2025-04-09 00:00:00,FLYWING CARGO,SDI2500704,2025-04-08 00:00:00,12.0,1400.0,ARVIND LTD,,GC,3310052388,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-23 00:00:00,,9612.0,,,,,147.0,,1.0,,Pass,1400.0,,2025-04-24,4,,,,,,Lab updation Delay,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F525LYSH6941,2025-04-19,,,5005935898.0,2025-04-19,2366/19.04.2025,2025-04-19,906095,2025-04-08 00:00:00,FLYWING CARGO,SDI2500555,2025-04-07 00:00:00,9.0,946.0,ARVIND LTD,,GC,3310052352,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-23 00:00:00,,9613.0,,,,,144.0,,2.0,,Pass,946.0,,2025-04-24,4,,,,,,Lab updation Delay,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ABSH106,2025-04-19,,,5005935775.0,2025-04-19,2372/19.04.2025,2025-04-19,895329,2025-04-11 00:00:00,FLYWING CARGO,35121,2025-04-11 00:00:00,14.0,1006.0,DURATEX SILK MILLS PVT LTD,,NON GC,3310053192,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-04-23 00:00:00,latesh,7864.0,2.0,142.0,Pass,,142.0,,,,Pass,1006.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Plain,,0.0,
F1AWS00690,2025-04-19,,,5005936523.0,2025-04-19,2369/19.04.2025,2025-04-19,906302,2025-04-09 00:00:00,FLYWING CARGO,SDI2500706,2025-04-08 00:00:00,9.0,1330.0,ARVIND LTD,,GC,3310050196,ABFRL,SHIRT FABRIC,ASWW,AW,M,Woven,,,GRN Done,2025-04-25 00:00:00,Rakesh,8766.0,2.0,365.0,Pass,,140.0,,2.0,,Pass,1330.0,,2025-04-25,5,,,,,,Bale open delay,,,,,,,,,2025-04-26 00:00:00,Plain,,0.0,
F525LYSH6938,2025-04-19,,,5005935892.0,2025-04-19,2367/19.04.2025,2025-04-19,906305,2025-04-09 00:00:00,FLYWING CARGO,SDI2500703,2025-04-08 00:00:00,11.0,734.0,ARVIND LTD,,GC,3310052351,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-24 00:00:00,,9638.0,,,,,144.0,,,,Pass,734.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Plain,,0.0,
F525LYSH4506,2025-04-19,,,5005935835.0,2025-04-19,2368/19.04.2025,2025-04-19,906303,2025-04-09 00:00:00,FLYWING CARGO,SDI2500705,2025-04-08 00:00:00,10.0,1238.0,ARVIND LTD,,GC,3310052387,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-24 00:00:00,,9615.0,,,,,149.0,,,,Pass,1238.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Yarndyed,,0.0,
F325ABSH802,2025-04-19,,,5005935770.0,2025-04-19,2373/19.04.2025,2025-04-19,895399,2025-04-09 00:00:00,FLYWING CARGO,35074,2025-04-08 00:00:00,21.0,1664.0,DURATEX SILK MILLS PVT LTD,,NON GC,3310053201,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-04-24 00:00:00,Sanjay,8825.0,3.0,337.0,Pass,,138.0,,,,Pass,1664.0,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-25 00:00:00,Yarndyed,,0.0,
F325ABSH805,2025-04-19,,,5005935737.0,2025-04-19,2374/19.04.2025,2025-04-19,895400,2025-04-09 00:00:00,FLYWING CARGO,35075,2025-04-08 00:00:00,23.0,1844.0,DURATEX SILK MILLS PVT LTD,,NON GC,3310053199,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-04-23 00:00:00,Sanjay,8166.0,2.0,158.0,Pass,,137.0,,,,pass,1844.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325LYSH7217,2025-04-19,,,5005936592.0,2025-04-19,2371/19.04.2025,2025-04-19,906319,2025-04-10 00:00:00,FLYWING CARGO,SDI2500805,2025-04-09 00:00:00,19.0,2445.0,ARVIND LTD,,GC,3310048411,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-24 00:00:00,Ujjwal,8554.0,2.0,311.0,Pass,,149.0,,1.0,,Pass,2445.0,,2025-04-25,5,,,,,,FRA within TPT ,,,,,,,,,2025-04-26 00:00:00,Print,,0.0,
FYMPSH3431E,2025-04-19,,,5005935961.0,2025-04-19,2362/19.04.2025,2025-04-19,897087,2025-04-15 00:00:00,FLYWING CARGO,JFSP/25/320,2025-04-14 00:00:00,13.0,1277.97,JAIN CORD INDUSTRIES LTD,,NON GC,3320005325,ABFRL,SHIRT FABRIC,EXPORT,MARCO POLO,M,Woven,,,GRN Done,2025-04-24 00:00:00,Bijay,10611.0,3.0,242.0,Reject,,146.0,,,,Pass,1277.97,,2025-04-29,10,1277.97,20008142,2025-04-25,2025-04-29,,FRA clousre Delay,,,,,,,,Pooja,,Yarndyed,,0.0,
F524ALSH1563,2025-04-19,,,5005936077.0,2025-04-19,2375/19.04.2025,2025-04-19,898852,2025-04-11 00:00:00,FLYWING CARGO,252600056,2025-04-03 00:00:00,27.0,1511.4,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3310042613,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-21 00:00:00,latesh,8640.0,5.0,319.0,Pass,,149.0,,,,Pass,1511.4,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,Without inspection GRN done,0.0,
F524ASSH2365,2025-04-19,,,5005935966.0,2025-04-19,2378/19.04.2025,2025-04-19,908442,2025-04-15 00:00:00,FLYWING CARGO,90009983,2025-04-15 00:00:00,34.0,3508.244,WFB Baired & Company (india) PVT LTD,,NON GC,3310053675,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-23 00:00:00,Bikram ,8816.0,5.0,426.0,Pass,,149.0,,,,Pass,3508.244,,2025-04-24,4,,,,,,Lab updation Delay,,,,,,,,,2025-04-25 00:00:00,Plain,,0.0,
F325ALSH4809,2025-04-19,,,5005936071.0,2025-04-19,2377/19.04.2025,2025-04-19,898853,2025-04-11 00:00:00,FLYWING CARGO,252600064,2025-04-03 00:00:00,17.0,1235.9,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3310049048,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-24 00:00:00,Kamala,8343.0,2.0,115.0,Reject,,148.0,,,,Pass,1235.9,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Plain,Without inspection GRN done,0.0,
F524ASSH2362,2025-04-19,,,5005935965.0,2025-04-19,2379/19.04.2025,2025-04-19,908440,2025-04-15 00:00:00,FLYWING CARGO,90009981,2025-04-15 00:00:00,33.0,4245.62,WFB Baired & Company (india) PVT LTD,,NON GC,3310053673,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-23 00:00:00,Sanjay,8814.0,5.0,928.0,Pass,,150.0,,,,Pass,4245.62,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Plain,,0.0,
F524ASSH2366,2025-04-19,,,5005935964.0,2025-04-19,2380/19.04.2025,2025-04-19,908441,2025-04-15 00:00:00,FLYWING CARGO,90009982,2025-04-15 00:00:00,28.0,3312.038,WFB Baired & Company (india) PVT LTD,,NON GC,3310053674,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-23 00:00:00,Sibasankar,8290.0,5.0,734.0,Pass,,149.0,,3.0,,Pass,3312.038,,2025-04-24,4,,,,,,Bale open delay,,,,,,,,,2025-04-24 00:00:00,Plain,,0.0,
F524ALSH1566,2025-04-19,,,5005936075.0,2025-04-19,2376/19.04.2025,2025-04-19,898851,2025-04-11 00:00:00,FLYWING CARGO,252600040,2025-04-03 00:00:00,25.0,1397.3,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3310042614,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-24 00:00:00,Bijay,10610.0,3.0,138.0,Pass,,149.0,,,,Pass,1397.3,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,Without inspection GRN done,0.0,
F325ALSH6720,2025-04-19,,,5005932214.0,2025-04-19,2266/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260067,2025-04-18 00:00:00,8.0,1047.0,GEERVANI IMPEX,,NON GC,3310057668,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-23 00:00:00,Rakesh,8753.0,2.0,281.0,Pass,,143.0,,1.0,,Pass,1047.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ALSH6721,2025-04-19,,,5005932157.0,2025-04-19,2267/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260068,2025-04-18 00:00:00,8.0,1030.0,GEERVANI IMPEX,,NON GC,3310057669,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-23 00:00:00,Rakesh,8750.0,2.0,274.0,Reject,,143.0,,1.0,,Pass,1030.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ALSH6726,2025-04-19,,,5005932294.0,2025-04-19,2268/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260069,2025-04-18 00:00:00,9.0,1014.0,GEERVANI IMPEX,,NON GC,3310057674,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-22 00:00:00,Sanjay,8812.0,3.0,414.0,Pass,,144.0,,1.0,,Pass,1014.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ALSH6727,2025-04-19,,,5005932292.0,2025-04-19,2269/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260070,2025-04-18 00:00:00,8.0,1046.0,GEERVANI IMPEX,,NON GC,3310057675,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-23 00:00:00,Ujjwal,8543.0,2.0,313.0,Pass,,143.0,,1.0,,Pass,1046.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ALSH6728,2025-04-19,,,5005932152.0,2025-04-19,2270/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260071,2025-04-18 00:00:00,7.0,1028.0,GEERVANI IMPEX,,NON GC,3310057676,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-23 00:00:00,Rakesh,8752.0,2.0,400.0,Pass,,147.0,,1.0,,Pass,1028.0,,2025-04-23,4,,,,,,Within TPT,,,,,,,,,2025-04-24 00:00:00,Yarndyed,,0.0,
F325ALSH6733,2025-04-19,,,5005932047.0,2025-04-19,2271/19.04.2025,2025-04-19,SELF,SELF,GEERAVANI,GI25260072,2025-04-18 00:00:00,8.0,649.0,GEERVANI IMPEX,,NON GC,3310057682,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-22 00:00:00,Sanjay,8811.0,2.0,193.0,Pass,,148.0,,1.0,,Pass,649.0,,2025-04-24,4,649.0,200007874,2025-04-23,2025-04-24,,FRA within TPT ,649.0,3.0,,,,,,Sweetan,2025-04-25 00:00:00,Print,,0.0,
