Fabric code,Inward Date,Priority,Priority.1,MIGO NO,MIGO Date,Security inward no,Security inward date,LR no.,LR Date,Transporter Name,Inv numb,Invoice Date,Invoice-No. of Rolls,Invoice Qty,Supplier Name ,Fabric Composition,GC / Non GC,PO Number,DA NO,Product,Brand,Sub Brand,UOM,Knit/Woven,FDR-Qty,FDR-NO,Wip Status,Inspection Date,Name of inspector,Inspection Report no.,Inspected roll,Fabric Quantity (Inspected),Inspection Result,PO Width,Avg WIDTH,% Between ActWidth vs PO Width,No of Shade Group,CSV Observation,Lab Test Status,GRN Qty,GRN No.,GRN Date,GRN lead time,Total Fabric Quantity Under FRA,FRA No.,Fra Raised Date,FRA Closure Date,FRA Closure Lead Time,Reason for Delay in GRN,Fabric Quantity (FRA With EC),% EC Approved,Approved By (FRA With EC),Fabric Quantity - RTS,Farbic RTS Date ,RTS Doc no.,RTS LR no.,Sourcing Person ,Date of Invoice Submission to Parking Team ,Type of fabric,REMARKS,GIR,PO ISSUES
F325LRSH6843,2025-04-07,,,5005773601.0,2025-04-07,808 / 07.04.2025,2025-04-07,897494,2025-03-28 00:00:00,FLYWING CARGO,SDI2442698,2025-03-27 00:00:00,11.0,1607.0,ARVIND LTD,,NON GC,3310046060,ABFRL,SHIRT FABRIC,HOLP,LR,M,Woven,,,GRN Done,2025-04-09 00:00:00,Sibasankar,8114.0,3.0,424.0,Pass,,149.0,,1.0,,Pass,1607.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Print,,0.0,
F325LPSH4921,2025-04-07,,,5005773468.0,2025-04-07,806 / 07.04.2025,2025-04-07,897493,2025-03-28 00:00:00,FLYWING CARGO,SDI2442696,2025-03-27 00:00:00,11.0,1030.0,ARVIND LTD,,NON GC,3310048986,ABFRL,SHIRT FABRIC,HOLP,LP,M,Woven,,,GRN Done,2025-04-09 00:00:00,Rakesh,891.0,3.0,508.0,Pass,,145.0,,2.0,,Pass,1030.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Print,,0.0,
F324ALSF4541,2025-04-07,,,5005773939.0,2025-04-07,807 / 07.04.2025,2025-04-07,882316,2025-03-27 00:00:00,FLYWING CARGO,2425/3115,2025-03-27 00:00:00,18.0,2305.5,JAYDEE FABRICS LTD,,NON GC,3310057644,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Rakesh,8704.0,5.0,694.0,Reject,,154.0,,,,Pass,2305.5,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Plain,,0.0,
F324ALSF4540,2025-04-07,,,5005774001.0,2025-04-07,805 / 07.04.2025,2025-04-07,882310,2025-03-27 00:00:00,FLYWING CARGO,2425/3122,2025-03-27 00:00:00,19.0,2263.0,JAYDEE FABRICS LTD,,NON GC,3310057643,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Rakesh,8705.0,5.0,686.0,Pass,,149.0,,,,Pass,2263.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F325LRSH4473,2025-04-07,,,5005774008.0,2025-04-07,802 / 07.04.2025,2025-04-07,882164,2025-03-27 00:00:00,FLYWING CARGO,2425/3136,2025-03-28 00:00:00,11.0,1457.5,JAYDEE FABRICS LTD,,NON GC,3310048953,ABFRL,SHIRT FABRIC,HOLP,LR,M,Woven,,,GRN Done,2025-04-10 00:00:00,Bikram ,9166.0,5.0,777.0,Pass,,148.0,,3.0,,Pass,1457.5,,2025-04-21,11,1457.5,200007779,2025-04-11,2025-04-21,,FRA clousre Delay,,,,,,,,Vaibhav,2025-04-22 00:00:00,Print,,0.0,
F324ALSH4880,2025-04-07,,,5005774094.0,2025-04-07,801 / 07.04.2025,2025-04-07,882315,2025-03-27 00:00:00,FLYWING CARGO,2425/3116,2025-03-27 00:00:00,9.0,1066.0,JAYDEE FABRICS LTD,,NON GC,3310057650,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-09 00:00:00,Kamala,9093.0,3.0,406.0,Reject,,153.0,,,,Pass,1066.0,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,2025-04-10 00:00:00,Yarndyed,,0.0,
F324AOSH4874,2025-04-07,,,5005774118.0,2025-04-07,800 / 07.04.2025,2025-04-07,882308,2025-03-27 00:00:00,FLYWING CARGO,2425/3121,2025-03-27 00:00:00,33.0,4081.5,JAYDEE FABRICS LTD,,NON GC,3310057460,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-04-10 00:00:00,Prabhakar,8944.0,5.0,620.0,Pass,,154.0,,,,Pass,4081.5,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Plain,,0.0,
F324ALSH4875,2025-04-07,,,5005774187.0,2025-04-07,799 / 07.04.2025,2025-04-07,882314,2025-03-27 00:00:00,FLYWING CARGO,2425/3117,2025-03-27 00:00:00,14.0,1475.0,JAYDEE FABRICS LTD,,NON GC,3310057649,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Bijay,8224.0,3.0,322.0,Reject,,160.0,,,,Pass,1475.0,,2025-04-15,8,1475.0,200007778,2025-04-11,2025-04-15,,FRA within TPT ,1475.0,5.0,,,,,,Sweetan,2025-04-16 00:00:00,Plain,,0.0,
F524ALSH1376,2025-04-07,,,5005774240.0,2025-04-07,798 / 07.04.2025,2025-04-07,8826312,2025-03-27 00:00:00,FLYWING CARGO,2425/3119,2025-03-27 00:00:00,15.0,1926.0,JAYDEE FABRICS LTD,,NON GC,3310057453,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-09 00:00:00,Ujjwal,8071.0,3.0,410.0,Reject,,150.0,,,,Pass,1926.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F524ALSH1366,2025-04-07,,,5005775066.0,2025-04-07,796 / 07.04.2025,2025-04-07,882317,2025-03-27 00:00:00,FLYWING CARGO,2425/3114,2025-03-27 00:00:00,15.0,1966.0,JAYDEE FABRICS LTD,,NON GC,3310057452,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Ujjwal,8072.0,3.0,407.0,Pass,,152.0,,,,Pass,1966.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F324ALSH5131,2025-04-07,,,5005775161.0,2025-04-07,795 / 07.04.2025,2025-04-07,882311,2025-03-27 00:00:00,FLYWING CARGO,2425/3120,2025-03-27 00:00:00,17.0,2154.0,JAYDEE FABRICS LTD,,NON GC,3310057651,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-09 00:00:00,Rakesh,8701.0,5.0,670.0,Pass,,152.0,,,,Pass,2154.0,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F325ALSH1292,2025-04-07,,,5005775802.0,2025-04-07,794 / 07.04.2025,2025-04-07,882313,2025-03-27 00:00:00,FLYWING CARGO,2425/3118,2025-03-27 00:00:00,17.0,2174.5,JAYDEE FABRICS LTD,,NON GC,3310057658,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Kamala,9099.0,5.0,653.0,Pass,,150.0,,,,Pass,2174.5,,2025-04-12,5,2174.5,200007932,2025-04-10,2025-04-12,,FRA within TPT ,,,,,,,,Sweetan,2025-04-15 00:00:00,Yarndyed,,0.0,
F324ALSF4547,2025-04-07,,,5005775698.0,2025-04-07,793 / 07.04.2025,2025-04-07,882309,2025-03-27 00:00:00,FLYWING CARGO,2425/3123,2025-03-27 00:00:00,17.0,2166.5,JAYDEE FABRICS LTD,,NON GC,3310057648,ABFRL,SHIRT FABRIC,HOAS,AL,M,Woven,,,GRN Done,2025-04-10 00:00:00,Bikram ,9165.0,5.0,692.0,Pass,,150.0,,,,Pass,2166.5,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F325ASSH1548,2025-04-07,,,5005772125.0,2025-04-07,787 / 07.04.2025,2025-04-07,882238,2025-03-26 00:00:00,FLYWING CARGO,B/24-25/3887,2025-03-26 00:00:00,30.0,595.56,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051974,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-12 00:00:00,Bijay,8232.0,5.0,355.0,Reject,,152.0,,7.0,,Pass,595.56,,2025-04-17,10,595.56,200007962,2025-04-12,2025-04-17,,FRA clousre Delay,,,,595.56,,,,Sweetan,2025-04-18 00:00:00,Print,,0.0,
F325ASSH1548,2025-04-07,,,5005772125.0,2025-04-07,787 / 07.04.2025,2025-04-07,882158,2025-03-26 00:00:00,FLYWING CARGO,B/24-25/3889,2025-03-26 00:00:00,30.0,592.12,ANKUSH KNITING WORKS PVT LTD,,NON GC,3310051974,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-12 00:00:00,Bijay,8229.0,8.0,611.0,Reject,,151.0,,5.0,,Pass,592.12,,2025-04-17,10,592.12,200007960,2025-04-12,2025-04-17,,FRA clousre Delay,,,,592.12,,,,Sweetan,2025-04-18 00:00:00,Print,,0.0,
F325ASSH6553,2025-04-07,,,5005768243.0,2025-04-07,718 / 07.04.2025,2025-04-07,3898427,2025-04-01 00:00:00,SPEEDEX,RFSL/4222/2425,2025-03-31 00:00:00,5.0,611.0,RAJAPALAYAM MILLS LTD,,NON GC,3310051856,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-08 00:00:00,Rakesh,8484.0,2.0,251.0,Pass,,148.0,,1.0,,Pass,611.0,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4065,2025-04-07,,,5005768336.0,2025-04-07,711 / 07.04.2025,2025-04-07,3898424,2025-04-01 00:00:00,SPEEDEX,RFSL/4195/2425,2025-03-31 00:00:00,8.0,943.57,RAJAPALAYAM MILLS LTD,,NON GC,3310052428,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Ujjwal,8058.0,2.0,262.0,Pass,,148.0,,1.0,,Pass,943.57,,2025-04-10,3,943.57,400004820,2025-04-09,2025-04-10,,FDR within TPT,,,,,,,,Vaibhav,2025-04-11 00:00:00,Print,,0.0,
F325AOSH5849,2025-04-07,,,5005768054.0,2025-04-07,722 / 07.04.2025,2025-04-07,3898425,2025-04-01 00:00:00,SPEEDEX,RFSL/4226/2425,2025-03-31 00:00:00,16.0,1891.9,RAJAPALAYAM MILLS LTD,,NON GC,3310057677,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-04-08 00:00:00,Kamala,9085.0,5.0,547.0,Pass,,148.0,,1.0,,Pass,1891.9,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4411,2025-04-07,,,5005768159.0,2025-04-07,719 / 07.04.2025,2025-04-07,3898434,2025-04-01 00:00:00,SPEEDEX,RFSL/4210/2425,2025-03-31 00:00:00,8.0,983.71,RAJAPALAYAM MILLS LTD,,NON GC,3310052446,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Rakesh,8478.0,2.0,283.0,Pass,,148.0,,1.0,,Pass,983.71,,2025-04-10,3,983.71,400004822,2025-04-08,2025-04-10,,FDR within TPT,,,,,,,,Vaibhav,2025-04-11 00:00:00,Yarndyed,,0.0,
F325AOSH5841,2025-04-07,,,5005767882.0,2025-04-07,728 / 07.04.2025,2025-04-07,3898426,2025-04-01 00:00:00,SPEEDEX,RFSL/4225/2425,2025-03-31 00:00:00,11.0,1265.5,RAJAPALAYAM MILLS LTD,,NON GC,3310057626,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-04-08 00:00:00,Ujjwal,8060.0,3.0,278.0,Pass,,148.0,,1.0,,Pass,1265.5,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Plain,,0.0,
F325ASSH6552,2025-04-07,,,5005768249.0,2025-04-07,712 / 07.04.2025,2025-04-07,3898428,2025-04-01 00:00:00,SPEEDEX,RFSL/4219/2425,2025-03-31 00:00:00,5.0,612.7,RAJAPALAYAM MILLS LTD,,NON GC,3310051855,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-08 00:00:00,Rakesh,8485.0,2.0,283.0,Pass,,148.0,,1.0,,Pass,612.7,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F524ASSH228,2025-04-07,,,5005768050.0,2025-04-07,723 / 07.04.2025,2025-04-07,3898429,2025-04-01 00:00:00,SPEEDEX,RFSL/4194/2425,2025-03-31 00:00:00,17.0,1700.37,RAJAPALAYAM MILLS LTD,,NON GC,3310057974,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-07 00:00:00,Bikram ,9151.0,5.0,495.0,Pass,,148.0,,1.0,,Pass,1700.37,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Plain,,0.0,
F325ASSH6562,2025-04-07,,,5005767953.0,2025-04-07,724 / 07.04.2025,2025-04-07,3898430,2025-04-01 00:00:00,SPEEDEX,RFSL/4214/2425,2025-03-31 00:00:00,33.0,4303.0,RAJAPALAYAM MILLS LTD,,NON GC,3310051871,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-08 00:00:00,Bikram ,9154.0,8.0,1031.0,Pass,,148.0,,2.0,,Pass,4303.0,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F325AOSH5318,2025-04-07,,,5005767686.0,2025-04-07,730 / 07.04.2025,2025-04-07,3898431,2025-04-01 00:00:00,SPEEDEX,RFSL/4203/2425,2025-03-31 00:00:00,12.0,1385.65,RAJAPALAYAM MILLS LTD,,NON GC,3310057632,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-04-07 00:00:00,Prabhakar,8919.0,3.0,346.0,Pass,,150.0,,1.0,,Pass,1385.65,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F524ASSH200,2025-04-07,,,5005767889.0,2025-04-07,726 / 07.04.2025,2025-04-07,3898432,2025-04-01 00:00:00,SPEEDEX,RFSL/4206/2425,2025-03-31 00:00:00,7.0,846.0,RAJAPALAYAM MILLS LTD,,NON GC,3310057970,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-07 00:00:00,Prabhakar,8925.0,2.0,234.0,Pass,,153.0,,1.0,,Pass,846.0,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4409,2025-04-07,,,5005768158.0,2025-04-07,720 / 07.04.2025,2025-04-07,3898423,2025-04-01 00:00:00,SPEEDEX,RFSL/4228/2425,2025-03-31 00:00:00,9.0,1026.3,RAJAPALAYAM MILLS LTD,,NON GC,3310052445,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Rakesh,8487.0,3.0,363.5,Pass,,148.0,,1.0,,Pass,1026.3,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4409,2025-04-07,,,5005768158.0,2025-04-07,720 / 07.04.2025,2025-04-07,3898660,2025-04-01 00:00:00,SPEEDEX,RFSL/0003/2425,2025-04-02 00:00:00,9.0,1000.3,RAJAPALAYAM MILLS LTD,,NON GC,3310052445,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Rakesh,8486.0,3.0,356.0,Pass,,148.0,,1.0,,Pass,1000.3,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F325ASSH6560,2025-04-07,,,5005768413.0,2025-04-07,715 / 07.04.2025,2025-04-07,3898437,2025-04-01 00:00:00,SPEEDEX,RFSL/4193/2425,2025-03-31 00:00:00,5.0,559.02,RAJAPALAYAM MILLS LTD,,NON GC,3310051869,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-07 00:00:00,Kamala,9073.0,2.0,270.0,Pass,,148.0,,2.0,,Pass,559.02,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,Price change
F325ASSH6560,2025-04-07,,,5005768413.0,2025-04-07,715 / 07.04.2025,2025-04-07,3898438,2025-04-01 00:00:00,SPEEDEX,RFSL/4227/2425,2025-03-31 00:00:00,32.0,3650.28,RAJAPALAYAM MILLS LTD,,NON GC,3310051869,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-08 00:00:00,Bikram ,9156.0,8.0,978.0,Pass,,149.0,,3.0,,Pass,3650.28,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,2025-04-10 00:00:00,Yarndyed,,0.0,
F525LYSH4399,2025-04-07,,,5005768152.0,2025-04-07,714 / 07.04.2025,2025-04-07,3898433,2025-04-01 00:00:00,SPEEDEX,RFSL/4209/2425,2025-03-31 00:00:00,13.0,1485.39,RAJAPALAYAM MILLS LTD,,NON GC,3310052440,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Bikram ,9158.0,3.0,332.0,Pass,,149.0,,1.0,,Pass,1485.39,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Yarndyed,,0.0,
F525LYSH4423,2025-04-07,,,5005767689.0,2025-04-07,729 / 07.04.2025,2025-04-07,3898422,2025-04-01 00:00:00,SPEEDEX,RFSL/4212/2425,2025-03-31 00:00:00,8.0,988.13,RAJAPALAYAM MILLS LTD,,NON GC,3310052384,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Kamala,9072.0,2.0,269.0,Pass,,148.0,,1.0,,Pass,988.13,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4395,2025-04-07,,,5005767951.0,2025-04-07,725 / 07.04.2025,2025-04-07,3898435,2025-04-01 00:00:00,SPEEDEX,RFSL/4198/2425,2025-03-31 00:00:00,9.0,1040.58,RAJAPALAYAM MILLS LTD,,NON GC,3310052439,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Rakesh,8483.0,3.0,415.0,Pass,,150.0,,1.0,,Pass,1040.58,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F525LYSH4394,2025-04-07,,,5005767888.0,2025-04-07,727 / 07.04.2024,2025-04-07,3898436,2025-04-01 00:00:00,SPEEDEX,RFSL/4200/2425,2025-03-31 00:00:00,10.0,1036.82,RAJAPALAYAM MILLS LTD,,NON GC,3310052438,ABFRL,SHIRT FABRIC,HOLP,LY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Bikram ,9150.0,3.0,340.0,Pass,,150.0,,1.0,,Pass,1036.82,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
F325ASSH6560,2025-04-07,,,5005768413.0,2025-04-07,715 / 07.04.2025,2025-04-07,3898659,2025-04-01 00:00:00,SPEEDEX,RFSL/0002/2425,2025-04-02 00:00:00,5.0,559.4,RAJAPALAYAM MILLS LTD,,NON GC,3310051869,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-04-07 00:00:00,Kamala,9073.0,2.0,261.0,pass,,149.0,,,,Pass,559.4,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
FYSDSH1715E,2025-04-07,,,5005773300.0,2025-04-07,783 / 07.04.2025Y,2025-04-07,SL 153,2025-04-05 00:00:00,MRL LOGISTICS,25-26-6,2025-04-05 00:00:00,43.0,1035.1,SNSM TEXTILES,,NON GC,3320005310,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Ujjwal,8068.0,5.0,243.0,Reject,,146.0,,,,Pass,1035.1,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,,Yarndyed,,0.0,
FYSDSH1716E,2025-04-07,,,5005773300.0,2025-04-07,783 / 07.04.2025Y,2025-04-07,SL 153,2025-04-05 00:00:00,MRL LOGISTICS,25-26-6,2025-04-05 00:00:00,,972.4,SNSM TEXTILES,,NON GC,3320005310,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Bikram ,9157.0,5.0,231.0,Pass,,147.0,,,,Pass,972.4,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
FYSDSH1717E,2025-04-07,,,5005773300.0,2025-04-07,783 / 07.04.2025Y,2025-04-07,SL 153,2025-04-05 00:00:00,MRL LOGISTICS,25-26-6,2025-04-05 00:00:00,,53.1,SNSM TEXTILES,,NON GC,3320005310,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,,,,,,,,145.0,,,,Pass,53.1,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,,,0.0,
FYSDSH1786E,2025-04-07,,,5005770943.0,2025-04-07,784 / 07.04.2025,2025-04-07,SL 155,2025-04-05 00:00:00,MRL LOGISTICS,9,2025-04-05 00:00:00,2.0,26.0,GM EXPORTS,,NON GC,3320005311,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,,,,,,,,145.0,,,,Pass,26.0,,2025-04-12,5,,,,,,GRN delay,,,,,,,,,,,,0.0,
FYSDSH1712E,2025-04-07,,,5005770943.0,2025-04-07,784 / 07.04.2025,2025-04-07,SL 155,2025-04-05 00:00:00,MRL LOGISTICS,9,2025-04-05 00:00:00,,44.0,GM EXPORTS,,NON GC,3320005311,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,,,,,,,,145.5,,,,Pass,44.0,,2025-04-12,5,,,,,,GRN delay,,,,,,,,,,,,0.0,
FYSDSH1532E,2025-04-07,,,5005770944.0,2025-04-07,782 / 07.04.2025,2025-04-07,SL 156,2025-04-05 00:00:00,MRL LOGISTICS,7,2025-04-05 00:00:00,14.0,781.4,GM EXPORTS,,NON GC,3320005314,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Ujjwal,8064.0,3.0,212.0,Reject,,145.0,,,,Pass,781.4,,2025-04-08,1,,,,,,Within TPT,,,,,,,,,2025-04-09 00:00:00,Yarndyed,,0.0,
FYSDSH1807E,2025-04-07,,,5005770474.0,2025-04-07,779 / 07.04.2025,2025-04-07,SL 142,2025-04-05 00:00:00,MRL LOGISTICS,252600098,2025-04-04 00:00:00,27.0,2495.4,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3320004863,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Bijay,7985.0,5.0,467.0,Reject,,145.0,,,,Pass,2495.4,,2025-04-10,3,2495.4,200007916,2025-04-08,2025-04-10,,FRA within TPT ,,,,,,,,Yuvaraj,,Plain,,0.0,
FYSDSH1808E,2025-04-07,,,5005770475.0,2025-04-07,780 / 07.04.2025,2025-04-07,SL 143,2025-04-05 00:00:00,MRL LOGISTICS,252600099,2025-04-04 00:00:00,35.0,2474.7,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3320004863,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Prabhakar,8933.0,5.0,549.0,Reject,,145.0,,,,Pass,2474.7,,2025-04-10,3,2474.7,200007914,2025-04-08,2025-04-10,,FRA within TPT ,,,,,,,,Yuvaraj,2025-04-11 00:00:00,Plain,,0.0,
FYSDSH1809E,2025-04-07,,,5005770359.0,2025-04-07,778 / 07.04.2025,2025-04-07,SL 140,2025-04-05 00:00:00,MRL LOGISTICS,252600096,2025-04-04 00:00:00,31.0,2279.7,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3320004863,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-10 00:00:00,Kamala,7804.0,3.0,377.0,Reject,,145.0,,,,Pass,2279.7,,2025-04-10,3,,,,,,Within TPT,,,,,,,,,2025-04-11 00:00:00,Plain,,0.0,
FYSDSH1810E,2025-04-07,,,5005769560.0,2025-04-07,781 / 07.04.2025,2025-04-07,SL 141,2025-04-05 00:00:00,MRL LOGISTICS,252600097,2025-04-04 00:00:00,31.0,2491.0,ARTHANARI LOOM CENTRE(TEXTILES) PVT.LTD.,,NON GC,3320004863,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-07 00:00:00,Bijay,7987.0,5.0,463.0,Reject,,145.0,,,,Pass,2491.0,,2025-04-10,3,2491.0,200007915,2025-04-08,2025-04-10,,FRA within TPT ,,,,,,,,Yuvaraj,2025-04-11 00:00:00,Plain,,0.0,
FYSDSH1650E,2025-04-07,,,5005772947.0,2025-04-07,817 / 07.04.2025,2025-04-07,SELF,SELF,PREMIER SPG,PDO25000143,2025-04-07 00:00:00,15.0,1215.0,PREMIER SPG AND WVG MILLS PVT LTD,,NON GC,3320005317,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-09 00:00:00,Kamala,9091.0,3.0,320.0,Pass,,152.0,,,,Pass,1215.0,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,2025-04-10 00:00:00,Plain,,0.0,
FYSDSH1609E,2025-04-07,,,5005772943.0,2025-04-07,818 / 07.04.2025,2025-04-07,SELF,SELF,PREMIER SPG,PDO25000139,2025-04-07 00:00:00,21.0,2145.0,PREMIER SPG AND WVG MILLS PVT LTD,,NON GC,3320005317,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-08 00:00:00,Bijay,7993.0,5.0,558.0,Pass,,152.0,,,,Pass,2145.0,,2025-04-09,2,,,,,,Within TPT,,,,,,,,,2025-04-10 00:00:00,Yarndyed,,0.0,
FYSDSH1741E,2025-04-07,,,5005772942.0,2025-04-07,819 / 07.04.2025,2025-04-07,SELF,SELF,PREMIER SPG,PDO25000137,2025-04-07 00:00:00,1.0,30.0,PREMIER SPG AND WVG MILLS PVT LTD,,NON GC,3320005317,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-04-17 00:00:00,Sibasankar,7844.0,1.0,30.0,Pass,,152.0,,,,Pass,30.0,,2025-04-12,5,,,,,,Within TPT,,,,,,,,,2025-04-10 00:00:00,Plain,,0.0,
